FECHA  HORA  TEMP  HUM  PNM  DD  FF  NOMBRE     
04112020  0  22.0  39  1014.2  270  4  TARTAGAL AERO    
04112020  1  20.4  44  1012.0  270  4  TARTAGAL AERO    
04112020  2  21.2  43  1011.8  270  4  TARTAGAL AERO    
04112020  3  20.8  42  1011.2  270  9  TARTAGAL AERO    
04112020  4  19.2  47  1011.2  270  9  TARTAGAL AERO    
04112020  5  18.0  51  1011.9  270  9  TARTAGAL AERO    
04112020  6  18.4  45  1012.7  270  9  TARTAGAL AERO    
04112020  7  18.2  49  1014.0  270  9  TARTAGAL AERO    
04112020  8  23.6  41  1015.0  270  4  TARTAGAL AERO    
04112020  9  26.8  32  1015.8  0  0  TARTAGAL AERO    
04112020  10  28.2  26  1015.8  0  0  TARTAGAL AERO    
04112020  11  29.6  24  1016.3  0  0  TARTAGAL AERO    
04112020  12  32.4  19  1014.6  0  0  TARTAGAL AERO    
04112020  13  33.4  17  1012.3  0  0  TARTAGAL AERO    
04112020  14  34.3  15  1011.4  0  0  TARTAGAL AERO    
04112020  15  35.1  16  1009.8  0  0  TARTAGAL AERO    
04112020  16  35.8  15  1008.3  50  11  TARTAGAL AERO    
04112020  17  36.0  15  1007.1  50  11  TARTAGAL AERO    
04112020  18  35.0  14  1006.7  50  15  TARTAGAL AERO    
04112020  19  33.8  16  1007.2  50  11  TARTAGAL AERO    
04112020  20  26.4  31  1007.8  0  0  TARTAGAL AERO    
04112020  21  23.6  35  1009.3  0  0  TARTAGAL AERO    
04112020  22  25.0  30  1008.6  0  0  TARTAGAL AERO    
04112020  23  21.9  39  1009.2  0  0  TARTAGAL AERO    
04112020  9  25.4  29  1016.8  360  28  TERMAS DE RIO HONDO AERO   
04112020  10  26.5  28  1017.2  50  31  TERMAS DE RIO HONDO AERO   
04112020  11  30.0  22  1015.6  50  31  TERMAS DE RIO HONDO AERO   
04112020  12  31.0  20  1014.8  360  24  TERMAS DE RIO HONDO AERO   
04112020  13  32.5  17  1013.3  360  9  TERMAS DE RIO HONDO AERO   
04112020  15  34.0  15  1010.8  50  39  TERMAS DE RIO HONDO AERO   
04112020  21  29.2  23  1008.1  90  15  TERMAS DE RIO HONDO AERO   
04112020  6  16.2  59  1485.0  200  9  TINOGASTA     
04112020  9  23.2  44  1512.0  20  9  TINOGASTA     
04112020  12  30.0  36  1469.0  320  9  TINOGASTA     
04112020  15  34.8  30  1433.0  50  15  TINOGASTA     
04112020  18  33.5  31  1435.0  110  15  TINOGASTA     
04112020  21  28.2  32  1463.0  20  15  TINOGASTA     
04112020  0  14.6  85  1006.7  110  7  TRELEW AERO    
04112020  1  13.4  84  1006.4  0  0  TRELEW AERO    
04112020  2  13.2  86  1006.3  0  0  TRELEW AERO    
04112020  3  12.8  88  1005.6  0  0  TRELEW AERO    
04112020  4  15.0  71  1006.4  290  6  TRELEW AERO    
04112020  5  16.2  64  1006.2  250  7  TRELEW AERO    
04112020  6  15.2  71  1006.6  250  9  TRELEW AERO    
04112020  7  17.4  62  1007.2  340  11  TRELEW AERO    
04112020  8  22.4  23  1007.8  360  11  TRELEW AERO    
04112020  9  25.6  14  1007.2  290  15  TRELEW AERO    
04112020  10  28.4  18  1006.0  320  30  TRELEW AERO    
04112020  11  29.0  19  1005.5  320  37  TRELEW AERO    
04112020  12  30.4  17  1004.6  360  33  TRELEW AERO    
04112020  13  30.6  15  1004.0  320  33  TRELEW AERO    
04112020  14  31.2  12  1003.1  320  33  TRELEW AERO    
04112020  15  30.4  14  1002.8  250  26  TRELEW AERO    
04112020  16  30.4  13  1002.7  250  30  TRELEW AERO    
04112020  17  30.0  14  1003.6  230  19  TRELEW AERO    
04112020  18  28.0  22  1004.1  50  6  TRELEW AERO    
04112020  19  25.4  31  1003.9  230  24  TRELEW AERO    
04112020  20  22.2  36  1004.8  250  28  TRELEW AERO    
04112020  21  22.8  20  1005.8  250  35  TRELEW AERO    
04112020  22  22.4  12  1007.3  250  37  TRELEW AERO    
04112020  23  19.4  20  1008.6  270  26  TRELEW AERO    
04112020  9  19.2  59  1018.6  360  26  TRENQUE LAUQUEN    
04112020  15  26.8  35  1014.3  360  30  TRENQUE LAUQUEN    
04112020  21  21.4  48  1012.4  20  15  TRENQUE LAUQUEN    
04112020  6  14.1  87  1018.4  360  20  TRES ARROYOS   
04112020  9  17.1  80  1020.6  360  33  TRES ARROYOS   
04112020  12  22.1  53  1018.3  360  31  TRES ARROYOS   
04112020  15  24.4  45  1015.7  360  35  TRES ARROYOS   
04112020  18  23.6  44  1013.9  360  30  TRES ARROYOS   
04112020  21  18.8  50  1014.0  360  20  TRES ARROYOS   
04112020  0  24.6  29  1012.8  90  19  TUCUMAN AERO   
04112020  1  24.5  26  1012.5  90  28  TUCUMAN AERO   
04112020  2  23.4  27  1012.5  50  17  TUCUMAN AERO   
04112020  3  21.6  34  1012.4  50  7  TUCUMAN AERO   
04112020  4  18.8  51  1012.8  360  9  TUCUMAN AERO   
04112020  5  16.4  58  1013.5  320  11  TUCUMAN AERO   
04112020  6  15.4  64  1014.3  360  7  TUCUMAN AERO   
04112020  7  16.2  61  1015.0  340  11  TUCUMAN AERO   
04112020  8  19.8  53  1016.4  0  0  TUCUMAN AERO   
04112020  9  23.0  39  1016.6  0  0  TUCUMAN AERO   
04112020  10  25.9  31  1016.0  180  11  TUCUMAN AERO   
04112020  11  29.2  25  1014.5  990  9  TUCUMAN AERO   
04112020  12  30.3  22  1013.6  140  9  TUCUMAN AERO   
04112020  13  31.8  20  1012.0  50  9  TUCUMAN AERO   
04112020  14  33.4  19  1010.2  70  19  TUCUMAN AERO   
04112020  15  34.7  18  1008.6  90  30  TUCUMAN AERO   
04112020  16  34.8  18  1007.6  90  33  TUCUMAN AERO   
04112020  17  34.6  18  1006.5  70  39  TUCUMAN AERO   
04112020  18  34.2  18  1005.7  70  37  TUCUMAN AERO   
04112020  19  33.0  19  1006.0  50  33  TUCUMAN AERO   
04112020  20  30.6  24  1006.8  70  28  TUCUMAN AERO   
04112020  21  28.9  25  1007.7  70  19  TUCUMAN AERO   
04112020  22  26.0  34  1008.4  90  11  TUCUMAN AERO   
04112020  23  25.3  37  1008.7  50  11  TUCUMAN AERO   
04112020  0  10.4  49  1013.3  340  20  USHUAIA AERO   
04112020  1  9.2  58  1012.9  360  24  USHUAIA AERO   
04112020  2  8.8  58  1012.4  180  6  USHUAIA AERO   
04112020  3  8.5  59  1011.4  180  17  USHUAIA AERO   
04112020  4  8.1  66  1010.7  110  4  USHUAIA AERO   
04112020  5  7.5  73  1010.0  200  9  USHUAIA AERO   
04112020  6  7.2  65  1009.2  320  4  USHUAIA AERO   
04112020  7  8.0  59  1008.4  90  19  USHUAIA AERO   
04112020  8  10.0  63  1007.9  90  17  USHUAIA AERO   
04112020  9  11.0  55  1007.1  90  20  USHUAIA AERO   
04112020  10  12.5  50  1006.3  90  13  USHUAIA AERO   
04112020  11  13.4  46  1005.1  90  11  USHUAIA AERO   
04112020  12  14.0  47  1004.5  90  13  USHUAIA AERO   
04112020  13  16.2  44  1003.2  70  15  USHUAIA AERO   
04112020  14  16.4  40  1002.3  70  9  USHUAIA AERO   
04112020  15  17.4  36  1001.4  70  11  USHUAIA AERO   
04112020  16  17.7  36  1000.4  70  9  USHUAIA AERO   
04112020  17  18.8  38  999.8  70  6  USHUAIA AERO   
04112020  18  18.2  38  999.2  0  0  USHUAIA AERO   
04112020  19  17.9  38  998.8  230  7  USHUAIA AERO   
04112020  20  14.5  53  998.8  140  11  USHUAIA AERO   
04112020  21  13.4  57  999.0  230  13  USHUAIA AERO   
04112020  22  12.8  58  998.9  320  9  USHUAIA AERO   
04112020  23  10.0  75  998.9  230  13  USHUAIA AERO   
04112020  9  16.0  41  1559.0  0  0  USPALLATA     
04112020  12  24.8  24  1498.0  230  9  USPALLATA     
04112020  15  30.2  17  1454.0  230  9  USPALLATA     
04112020  18  28.5  23  1457.0  230  9  USPALLATA     
04112020  21  21.8  30  1500.0  140  4  USPALLATA     
04112020  6  14.7  79  1018.0  50  15  VENADO TUERTO AERO    
04112020  7  15.3  75  1018.0  50  24  VENADO TUERTO AERO    
04112020  8  17.7  71  1017.8  50  33  VENADO TUERTO AERO    
04112020  9  19.4  63  1017.9  50  33  VENADO TUERTO AERO    
04112020  10  20.7  58  1018.1  50  33  VENADO TUERTO AERO    
04112020  11  22.8  55  1018.1  50  44  VENADO TUERTO AERO    
04112020  12  23.7  50  1018.3  50  44  VENADO TUERTO AERO    
04112020  13  24.4  48  1017.7  50  44  VENADO TUERTO AERO    
04112020  14  25.0  44  1017.3  50  33  VENADO TUERTO AERO    
04112020  15  25.8  41  1016.7  50  44  VENADO TUERTO AERO    
04112020  16  26.2  42  1015.9  50  44  VENADO TUERTO AERO    
04112020  17  25.5  42  1015.1  50  33  VENADO TUERTO AERO    
04112020  18  24.8  42  1014.8  50  33  VENADO TUERTO AERO    
04112020  19  22.0  49  1014.5  50  24  VENADO TUERTO AERO    
04112020  20  19.2  58  1014.4  50  15  VENADO TUERTO AERO    
04112020  21  18.5  59  1014.4  50  9  VENADO TUERTO AERO    
04112020  9  22.0  41  1012.2  70  24  VICTORICA     
04112020  15  31.6  24  1007.3  360  33  VICTORICA     
04112020  21  23.6  40  1006.8  20  33  VICTORICA     
04112020  0  22.4  57  1012.5  20  19  VIEDMA AERO    
04112020  1  22.3  57  1012.6  20  17  VIEDMA AERO    
04112020  2  21.7  61  1012.3  20  15  VIEDMA AERO    
04112020  3  20.9  64  1012.3  20  15  VIEDMA AERO    
04112020  4  20.5  66  1012.3  360  19  VIEDMA AERO    
04112020  5  19.9  69  1012.2  360  19  VIEDMA AERO    
04112020  6  19.3  70  1012.4  360  17  VIEDMA AERO    
04112020  7  18.9  71  1012.6  360  17  VIEDMA AERO    
04112020  8  19.4  67  1013.1  360  15  VIEDMA AERO    
04112020  9  20.1  66  1012.6  360  17  VIEDMA AERO    
04112020  10  22.2  57  1012.1  360  26  VIEDMA AERO    
04112020  11  22.6  55  1011.8  360  22  VIEDMA AERO    
04112020  12  24.4  51  1011.2  360  19  VIEDMA AERO    
04112020  13  24.3  50  1010.4  990  17  VIEDMA AERO    
04112020  14  25.6  46  1009.6  360  19  VIEDMA AERO    
04112020  15  26.8  43  1008.7  340  24  VIEDMA AERO    
04112020  16  27.1  43  1007.3  360  17  VIEDMA AERO    
04112020  17  28.6  39  1007.1  340  26  VIEDMA AERO    
04112020  18  28.4  40  1006.8  340  22  VIEDMA AERO    
04112020  19  28.0  41  1006.1  340  13  VIEDMA AERO    
04112020  20  22.7  60  1006.2  990  17  VIEDMA AERO    
04112020  21  15.9  96  1010.8  200  26  VIEDMA AERO    
04112020  22  15.5  100  1012.0  250  7  VIEDMA AERO    
04112020  23  15.9  96  1011.0  50  9  VIEDMA AERO    
04112020  0  12.4  62  1017.7  0  0  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  3  11.5  79  1016.6  0  0  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  6  11.0  81  1018.0  0  0  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  9  21.2  51  1020.2  50  15  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  12  26.7  36  1018.6  50  15  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  15  30.3  24  1014.6  50  15  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  18  28.4  23  1012.1  20  15  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  21  19.8  43  1014.3  0  0  VILLA DE MARIA DEL RIO SEC   
    O    
      
04112020  0  20.3  36  1013.7  140  9  VILLA DOLORES AERO    
04112020  1  20.6  32  1013.3  50  6  VILLA DOLORES AERO    
04112020  2  21.1  32  1012.1  50  19  VILLA DOLORES AERO    
04112020  3  20.5  28  1012.5  50  19  VILLA DOLORES AERO    
04112020  4  19.6  35  1013.7  90  6  VILLA DOLORES AERO    
04112020  5  17.9  41  1013.6  90  9  VILLA DOLORES AERO    
04112020  6  16.9  43  1014.2  140  9  VILLA DOLORES AERO    
04112020  7  16.5  42  1014.7  140  4  VILLA DOLORES AERO    
04112020  8  19.2  50  1015.1  360  19  VILLA DOLORES AERO    
04112020  9  23.6  30  1014.8  360  9  VILLA DOLORES AERO    
04112020  10  24.4  27  1014.7  230  6  VILLA DOLORES AERO    
04112020  11  26.0  26  1014.6  230  6  VILLA DOLORES AERO    
04112020  12  27.4  24  1014.3  160  15  VILLA DOLORES AERO    
04112020  13  30.4  22  1011.9  230  13  VILLA DOLORES AERO    
04112020  14  31.7  19  1010.4  270  22  VILLA DOLORES AERO    
04112020  15  32.6  17  1009.2  270  28  VILLA DOLORES AERO    
04112020  16  33.0  15  1007.9  270  44  VILLA DOLORES AERO    
04112020  17  33.8  13  1007.1  340  41  VILLA DOLORES AERO    
04112020  18  32.6  13  1007.2  360  33  VILLA DOLORES AERO    
04112020  19  30.2  14  1007.5  360  22  VILLA DOLORES AERO    
04112020  20  27.2  18  1008.0  360  4  VILLA DOLORES AERO    
04112020  21  24.7  22  1008.4  360  11  VILLA DOLORES AERO    
04112020  22  24.1  22  1009.6  360  11  VILLA DOLORES AERO    
04112020  23  21.6  30  1010.2  360  9  VILLA DOLORES AERO    
04112020  8  16.0  70  1026.0  20  15  VILLA GESELL AERO    
04112020  9  17.2  51  1026.3  360  17  VILLA GESELL AERO    
04112020  10  18.1  57  1026.3  20  11  VILLA GESELL AERO    
04112020  11  19.8  50  1026.3  360  13  VILLA GESELL AERO    
04112020  12  20.0  52  1025.9  360  17  VILLA GESELL AERO    
04112020  13  20.4  50  1025.8  50  15  VILLA GESELL AERO    
04112020  14  20.5  53  1025.1  50  19  VILLA GESELL AERO    
04112020  15  20.3  54  1023.2  20  22  VILLA GESELL AERO    
04112020  16  18.7  53  1022.4  360  22  VILLA GESELL AERO    
04112020  17  18.0  56  1022.0  50  19  VILLA GESELL AERO    
04112020  18  17.5  53  1021.6  50  22  VILLA GESELL AERO    
04112020  19  16.0  68  1021.9  50  15  VILLA GESELL AERO    
04112020  20  15.2  77  1022.0  50  13  VILLA GESELL AERO    
04112020  21  14.6  85  1022.4  50  13  VILLA GESELL AERO    
04112020  0  22.1  33  1011.1  50  30  VILLA REYNOLDS AERO   
04112020  1  20.7  37  1011.0  50  28  VILLA REYNOLDS AERO   
04112020  2  20.5  37  1010.8  50  19  VILLA REYNOLDS AERO   
04112020  3  19.0  43  1010.5  50  19  VILLA REYNOLDS AERO   
04112020  4  18.8  42  1010.4  50  15  VILLA REYNOLDS AERO   
04112020  5  18.3  44  1010.4  50  15  VILLA REYNOLDS AERO   
04112020  6  16.1  54  1010.9  50  11  VILLA REYNOLDS AERO   
04112020  7  16.3  52  1011.9  0  0  VILLA REYNOLDS AERO   
04112020  8  21.1  43  1011.9  50  9  VILLA REYNOLDS AERO   
04112020  9  28.2  21  1011.5  360  19  VILLA REYNOLDS AERO   
04112020  10  31.4  18  1011.2  320  22  VILLA REYNOLDS AERO   
04112020  11  33.0  16  1010.9  360  30  VILLA REYNOLDS AERO   
04112020  12  34.4  17  1010.1  360  33  VILLA REYNOLDS AERO   
04112020  13  34.4  17  1009.6  20  30  VILLA REYNOLDS AERO   
04112020  14  35.8  14  1008.4  50  30  VILLA REYNOLDS AERO   
04112020  15  35.6  14  1007.1  360  33  VILLA REYNOLDS AERO   
04112020  16  35.2  18  1006.2  50  41  VILLA REYNOLDS AERO   
04112020  17  33.6  21  1005.8  50  41  VILLA REYNOLDS AERO   
04112020  18  32.2  22  1006.1  50  44  VILLA REYNOLDS AERO   
04112020  19  29.4  25  1006.4  50  44  VILLA REYNOLDS AERO   
04112020  20  27.2  49  1006.5  50  44  VILLA REYNOLDS AERO   
04112020  21  25.0  30  1007.5  50  33  VILLA REYNOLDS AERO   
04112020  22  23.2  35  1007.6  50  22  VILLA REYNOLDS AERO   
04112020  23  21.2  42  1008.4  320  11  VILLA REYNOLDS AERO   
FECHA  HORA  TEMP  HUM  PNM  DD  FF  NOMBRE     
  [HOA]  [ºC]  [%]  [hPa]  [gr] [km/hr]   
05112020  0  18.9  56  1020.1  50  31  AEROPARQUE AERO    
05112020  1  18.0  59  1020.2  50  33  AEROPARQUE AERO    
05112020  2  17.0  62  1019.7  50  31  AEROPARQUE AERO    
05112020  3  16.8  59  1019.7  50  31  AEROPARQUE AERO    
05112020  4  16.3  62  1019.8  50  31  AEROPARQUE AERO    
05112020  5  15.7  63  1020.1  50  26  AEROPARQUE AERO    
05112020  6  15.7  68  1020.4  20  24  AEROPARQUE AERO    
05112020  7  16.0  69  1021.2  20  24  AEROPARQUE AERO    
05112020  8  16.7  68  1021.8  50  19  AEROPARQUE AERO    
05112020  9  17.2  66  1021.8  20  15  AEROPARQUE AERO    
05112020  10  18.4  60  1021.7  50  17  AEROPARQUE AERO    
05112020  11  19.7  56  1021.4  50  15  AEROPARQUE AERO    
05112020  12  20.4  56  1021.0  50  15  AEROPARQUE AERO    
05112020  13  21.4  52  1020.2  50  13  AEROPARQUE AERO    
05112020  14  21.4  51  1019.7  50  7  AEROPARQUE AERO    
05112020  15  22.5  42  1019.2  20  6  AEROPARQUE AERO    
05112020  16  22.4  52  1018.5  110  11  AEROPARQUE AERO    
05112020  17  21.7  57  1018.0  110  19  AEROPARQUE AERO    
05112020  18  21.1  60  1018.0  110  24  AEROPARQUE AERO    
05112020  19  20.5  70  1018.5  140  26  AEROPARQUE AERO    
05112020  20  19.5  76  1018.9  140  20  AEROPARQUE AERO    
05112020  21  19.3  81  1019.1  110  26  AEROPARQUE AERO    
05112020  22  18.6  78  1019.6  110  24  AEROPARQUE AERO    
05112020  23  18.7  81  1019.2  140  22  AEROPARQUE AERO    
05112020  0  14.0  83  1017.5  20  24  AZUL AERO     
05112020  1  13.7  83  1017.1  20  19  AZUL AERO     
05112020  2  13.3  87  1017.0  360  19  AZUL AERO     
05112020  3  12.9  87  1017.5  20  15  AZUL AERO     
05112020  4  13.0  84  1017.8  360  13  AZUL AERO     
05112020  5  12.5  85  1018.8  360  11  AZUL AERO     
05112020  6  12.2  85  1019.1  20  17  AZUL AERO     
05112020  7  12.8  82  1019.7  360  19  AZUL AERO     
05112020  8  14.6  71  1020.2  360  19  AZUL AERO     
05112020  9  17.4  55  1020.2  340  22  AZUL AERO     
05112020  10  16.9  60  1020.5  320  17  AZUL AERO     
05112020  11  17.2  56  1020.4  320  20  AZUL AERO     
05112020  12  19.4  53  1019.5  340  24  AZUL AERO     
05112020  13  21.2  47  1018.9  360  24  AZUL AERO     
05112020  14  22.0  41  1018.9  320  20  AZUL AERO     
05112020  15  22.2  45  1018.4  320  17  AZUL AERO     
05112020  16  22.1  46  1017.4  320  17  AZUL AERO     
05112020  17  20.8  55  1017.7  270  7  AZUL AERO     
05112020  18  19.8  76  1017.7  180  7  AZUL AERO     
05112020  19  21.0  59  1018.0  180  4  AZUL AERO     
05112020  20  19.0  76  1018.2  110  2  AZUL AERO     
05112020  21  16.0  85  1018.8  70  6  AZUL AERO     
05112020  22  14.3  88  1019.2  90  4  AZUL AERO     
05112020  23  13.5  90  1019.4  90  6  AZUL AERO     
05112020  0  19.4  46  1013.9  360  28  BAHIA BLANCA AERO    
05112020  1  20.1  41  1015.1  360  24  BAHIA BLANCA AERO    
05112020  2  19.9  44  1015.3  320  33  BAHIA BLANCA AERO    
05112020  3  17.0  74  1016.3  320  22  BAHIA BLANCA AERO    
05112020  4  14.4  89  1016.9  320  20  BAHIA BLANCA AERO    
05112020  5  13.3  91  1017.8  270  19  BAHIA BLANCA AERO    
05112020  6  13.1  93  1017.3  320  7  BAHIA BLANCA AERO    
05112020  7  13.7  94  1017.7  320  13  BAHIA BLANCA AERO    
05112020  8  14.4  87  1018.3  320  15  BAHIA BLANCA AERO    
05112020  9  16.8  61  1018.2  290  19  BAHIA BLANCA AERO    
05112020  10  18.1  48  1018.3  290  26  BAHIA BLANCA AERO    
05112020  11  19.4  43  1018.4  250  24  BAHIA BLANCA AERO    
05112020  12  21.1  36  1018.1  250  28  BAHIA BLANCA AERO    
05112020  13  21.8  30  1017.6  270  24  BAHIA BLANCA AERO    
05112020  14  22.9  26  1017.4  250  26  BAHIA BLANCA AERO    
05112020  15  23.8  24  1017.4  250  26  BAHIA BLANCA AERO    
05112020  16  24.7  23  1016.9  250  28  BAHIA BLANCA AERO    
05112020  17  24.6  23  1016.9  250  26  BAHIA BLANCA AERO    
05112020  18  24.0  25  1017.1  230  17  BAHIA BLANCA AERO    
05112020  19  24.3  26  1017.4  230  7  BAHIA BLANCA AERO    
05112020  20  20.6  39  1017.9  0  0  BAHIA BLANCA AERO    
05112020  21  15.8  50  1018.4  0  0  BAHIA BLANCA AERO    
05112020  22  14.4  56  1019.0  90  4  BAHIA BLANCA AERO    
05112020  23  10.6  71  1019.5  90  15  BAHIA BLANCA AERO    
05112020  0  5.4  77  1491.0  290  35  BARILOCHE AERO   
05112020  1  5.1  78  1492.0  290  41  BARILOCHE AERO   
05112020  2  5.1  78  1493.0  290  37  BARILOCHE AERO   
05112020  3  5.1  77  1489.0  290  28  BARILOCHE AERO   
05112020  4  4.5  82  1484.0  290  26  BARILOCHE AERO   
05112020  5  5.6  75  1487.0  290  43  BARILOCHE AERO   
05112020  6  5.6  71  1490.0  320  30  BARILOCHE AERO   
05112020  7  6.1  70  1497.0  320  26  BARILOCHE AERO   
05112020  8  7.3  67  1501.0  290  46  BARILOCHE AERO   
05112020  9  8.1  61  1504.0  290  46  BARILOCHE AERO   
05112020  10  9.3  57  1508.0  290  43  BARILOCHE AERO   
05112020  11  10.4  51  1509.0  290  43  BARILOCHE AERO   
05112020  12  11.3  47  1511.0  290  39  BARILOCHE AERO   
05112020  13  11.9  46  1511.0  290  44  BARILOCHE AERO   
05112020  14  12.6  44  1511.0  290  46  BARILOCHE AERO   
05112020  15  14.4  38  1512.0  290  44  BARILOCHE AERO   
05112020  16  13.8  39  1510.0  290  44  BARILOCHE AERO   
05112020  17  14.0  42  1511.0  290  43  BARILOCHE AERO   
05112020  18  13.2  42  1511.0  290  41  BARILOCHE AERO   
05112020  19  11.9  48  1512.0  290  35  BARILOCHE AERO   
05112020  20  11.4  49  1517.0  290  30  BARILOCHE AERO   
05112020  21  9.4  52  1517.0  290  17  BARILOCHE AERO   
05112020  22  9.0  53  1523.0  320  20  BARILOCHE AERO   
05112020  23  5.4  70  1523.0  0  0  BARILOCHE AERO   
05112020  0  -7.9  93  973.4  20  93  BASE BELGRANO II    
05112020  3  -7.8  93  974.9  20  74  BASE BELGRANO II    
05112020  6  -7.2  93  977.3  20  74  BASE BELGRANO II    
05112020  9  -4.2  69  979.1  360  31  BASE BELGRANO II    
05112020  12  -2.2  77  980.0  340  11  BASE BELGRANO II    
05112020  15  -3.6  81  981.1  140  11  BASE BELGRANO II    
05112020  18  -4.5  79  981.2  360  17  BASE BELGRANO II    
05112020  21  -5.9  87  980.9  50  37  BASE BELGRANO II    
05112020  0  .6  89  1000.7  360  35  BASE CARLINI (EX JUBANY)   
05112020  3  2.4  91  996.5  340  70  BASE CARLINI (EX JUBANY)   
05112020  6  1.0  94  995.0  340  65  BASE CARLINI (EX JUBANY)   
05112020  9  2.7  84  993.6  320  44  BASE CARLINI (EX JUBANY)   
05112020  12  1.7  97  993.3  290  39  BASE CARLINI (EX JUBANY)   
05112020  15  .9  92  995.0  320  30  BASE CARLINI (EX JUBANY)   
05112020  18  .7  83  994.5  320  41  BASE CARLINI (EX JUBANY)   
05112020  21  -.1  90  995.4  320  22  BASE CARLINI (EX JUBANY)   
05112020  3  -.9  92  999.5  200  46  BASE ESPERANZA   
05112020  6  3.1  95  992.3  290  35  BASE ESPERANZA   
05112020  9  .9  94  991.8  320  19  BASE ESPERANZA   
05112020  12  3.1  75  988.3  250  35  BASE ESPERANZA   
05112020  15  5.1  62  989.5  270  30  BASE ESPERANZA   
05112020  18  6.3  44  988.7  270  20  BASE ESPERANZA   
05112020  21  5.6  41  987.2  230  35  BASE ESPERANZA   
05112020  0  1.0  87  993.0  340  39  BASE MARAMBIO    
05112020  1  1.8  84  991.1  320  52  BASE MARAMBIO    
05112020  2  3.8  74  991.0  340  54  BASE MARAMBIO    
05112020  3  3.0  76  990.3  320  41  BASE MARAMBIO    
05112020  4  1.8  81  989.2  320  50  BASE MARAMBIO    
05112020  5  .8  90  988.8  340  46  BASE MARAMBIO    
05112020  6  1.0  87  988.0  320  63  BASE MARAMBIO    
05112020  7  1.4  87  987.5  320  56  BASE MARAMBIO    
05112020  8  .9  88  987.9  320  46  BASE MARAMBIO    
05112020  9  .8  90  987.0  320  56  BASE MARAMBIO    
05112020  10  1.0  90  987.0  320  41  BASE MARAMBIO    
05112020  11  1.6  87  987.0  320  44  BASE MARAMBIO    
05112020  12  2.7  84  986.9  340  37  BASE MARAMBIO    
05112020  13  1.0  87  986.1  340  41  BASE MARAMBIO    
05112020  14  4.4  74  985.4  320  26  BASE MARAMBIO    
05112020  15  3.9  53  983.7  320  56  BASE MARAMBIO    
05112020  16  3.8  47  983.4  290  63  BASE MARAMBIO    
05112020  17  4.1  48  984.0  320  48  BASE MARAMBIO    
05112020  18  3.5  54  984.4  320  20  BASE MARAMBIO    
05112020  19  2.6  64  985.3  290  22  BASE MARAMBIO    
05112020  20  3.5  58  986.6  250  20  BASE MARAMBIO    
05112020  21  4.5  41  987.7  230  46  BASE MARAMBIO    
05112020  22  3.5  48  988.8  230  37  BASE MARAMBIO    
05112020  23  3.6  48  988.9  230  52  BASE MARAMBIO    
05112020  9  1.0  94  1007.4  340  17  BASE ORCADAS   
05112020  15  1.3  98  1003.0  340  28  BASE ORCADAS   
05112020  21  -.8  99  997.5  340  28  BASE ORCADAS   
05112020  0  3.6  64  979.1  20  22  BASE SAN MARTIN    
05112020  3  2.8  73  975.3  340  17  BASE SAN MARTIN    
05112020  6  3.8  60  972.6  360  26  BASE SAN MARTIN    
05112020  9  3.7  59  972.9  360  30  BASE SAN MARTIN    
05112020  12  .0  98  975.9  320  48  BASE SAN MARTIN    
05112020  15  -.2  94  981.9  320  46  BASE SAN MARTIN    
05112020  18  -.8  88  986.0  320  39  BASE SAN MARTIN    
05112020  21  -.5  82  987.2  270  6  BASE SAN MARTIN    
05112020  9  15.8  63  1018.6  360  33  BENITO JUAREZ AERO    
05112020  15  16.8  81  1017.7  270  9  BENITO JUAREZ AERO    
05112020  21  15.5  79  1018.1  0  0  BENITO JUAREZ AERO    
05112020  6  9.8  64  1496.0  160  4  BERNARDO DE IRIGOYEN AERO  
05112020  7  12.1  63  1499.0  160  9  BERNARDO DE IRIGOYEN AERO  
05112020  8  15.7  59  1506.0  160  9  BERNARDO DE IRIGOYEN AERO  
05112020  9  17.6  50  1509.0  160  9  BERNARDO DE IRIGOYEN AERO  
05112020  10  20.6  37  1513.0  160  9  BERNARDO DE IRIGOYEN AERO  
05112020  11  21.6  32  1510.0  140  9  BERNARDO DE IRIGOYEN AERO  
05112020  12  23.0  23  1506.0  140  15  BERNARDO DE IRIGOYEN AERO  
05112020  13  24.8  23  1503.0  140  15  BERNARDO DE IRIGOYEN AERO  
05112020  14  25.5  27  1497.0  180  9  BERNARDO DE IRIGOYEN AERO  
05112020  15  26.0  23  1492.0  140  9  BERNARDO DE IRIGOYEN AERO  
05112020  16  25.5  31  1486.0  230  9  BERNARDO DE IRIGOYEN AERO  
05112020  17  25.0  25  1484.0  180  9  BERNARDO DE IRIGOYEN AERO  
05112020  18  23.5  27  1485.0  180  9  BERNARDO DE IRIGOYEN AERO  
05112020  19  20.2  31  1489.0  180  9  BERNARDO DE IRIGOYEN AERO  
05112020  20  18.8  32  1494.0  180  4  BERNARDO DE IRIGOYEN AERO  
05112020  21  18.0  34  1499.0  180  4  BERNARDO DE IRIGOYEN AERO  
